facilityId,facilityName,siteAddress,streetNumber,streetDirection,streetName,streetType,streetUnit,city,state,zip,typeOfFacility,categoryOfFacility,inspectionType,inspectionDate,violationCode,violation,violationPoints,violationType,violationStatus,inspectionScore,location,concat_address,split_coords,google_coords
FA0005450,LA BARRA DEL SAZON (MOBILE),2350 N MAIN ST,2350,N,MAIN,ST,,Longmont,CO,80501,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,6/14/2019,FC08,Hands clean & properly washed,25,Critical,In,0,"2350 N MAIN ST
Longmont, CO 80501
(40.201287, -105.102384)",2350 N MAIN ST Longmont CO USA,"40.201287, -105.102384","40.2013638,-105.101731"
FA0003837,CAFE MEXICALI,2850 BASELINE RD UNIT C,2850,,BASELINE,RD,C,BOULDER,CO,80303,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,9/20/2013,13B,Single Service Articles Stored Dispensed Used,0,Non-Critical,Not Observed,0,"2850 BASELINE RD UNIT C
BOULDER, CO 80303
(40.000046, -105.256081)",2850 BASELINE RD UNIT C BOULDER CO USA,"40.000046, -105.256081","39.9998179,-105.2560976"
FA0000943,RINCON DEL SOL,2350 ARAPAHOE AVE,2350,,ARAPAHOE,AVE,,BOULDER,CO,80303,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,7/31/2014,01A,Approved Source,0,Critical,In,60,"2350 ARAPAHOE AVE
BOULDER, CO 80303
(40.014615, -105.263882)",2350 ARAPAHOE AVE BOULDER CO USA,"40.014615, -105.263882","40.014385,-105.2635761"
FA0002315,JAIPUR INDIAN RESTAURANT,1800 BROADWAY ST UNIT 160,1800,,BROADWAY,ST,160,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,6/27/2019,FC28,"Toxic substances properly identified, stored & used",10,Critical,,70,"1800 BROADWAY ST UNIT 160
BOULDER, CO 80302
(40.01639, -105.279448)",1800 BROADWAY ST UNIT 160 BOULDER CO USA,"40.01639, -105.279448","40.0167633,-105.279051"
FA0000724,LUCKYS CAFE,3980 BROADWAY ST,3980,,BROADWAY,ST,,BOULDER,CO,803041133,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,5/30/2013,11A,Refrigeration Units With Accurate Thermometers,0,Non-Critical,Not Observed,15,"3980 BROADWAY ST
BOULDER, CO 803041133
(40.047525, -105.282086)",3980 BROADWAY ST BOULDER CO USA,"40.047525, -105.282086","40.047736,-105.280695"
FA0005003,COMMUNITY,206 S PUBLIC RD,206,S,PUBLIC,RD,,LAFAYETTE,CO,80026,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,6/26/2019,FC05,Procedures for responding to vomiting and diarrheal events,5,Critical,,5,"206 S PUBLIC RD
LAFAYETTE, CO 80026
(39.996628, -105.090451)",206 S PUBLIC RD LAFAYETTE CO USA,"39.996628, -105.090451","39.996652,-105.090221"
FA0002506,ROSARIOS RESTAURANT,625 KEN PRATT BLVD,625,,KEN PRATT,BLVD,,LONGMONT,CO,80504,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,6/27/2019,FC14,"Required records available: shellstock tags, parasite destruction",10,Critical,Not Applicable,30,"625 KEN PRATT BLVD
LONGMONT, CO 80504
(40.152357, -105.103903)",625 KEN PRATT BLVD LONGMONT CO USA,"40.152357, -105.103903","40.15168980000001,-105.1040145"
FA0002718,JAMBA JUICE @ UMC (CU),1669 EUCLID AVE UMC 154,1669,,EUCLID,AVE,154,BOULDER,CO,80309,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,12/10/2019,FC40,Personal cleanliness,10,,Not Observed,0,"1669 EUCLID AVE UMC 154
BOULDER, CO 80309
(40.005924, -105.271062)",1669 EUCLID AVE UMC 154 BOULDER CO USA,"40.005924, -105.271062","40.006295,-105.2719745"
FA0000798,WATERLOO THE,817 MAIN ST,817,,MAIN,ST,,LOUISVILLE,CO,800271831,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,10/19/2016,01B,Wholesome Free of Spoilage,0,Critical,In,40,"817 MAIN ST
LOUISVILLE, CO 800271831
(39.978184, -105.132143)",817 MAIN ST LOUISVILLE CO USA,"39.978184, -105.132143","39.9781583,-105.1324512"
FA0000467,MOJO TAQUERIA,2785 IRIS AVE,2785,,IRIS,AVE,,BOULDER,CO,803042433,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,6/27/2019,FC17,"Proper disposition of returned, previously served, reconditioned & unsafe food",20,Critical,In,15,"2785 IRIS AVE
BOULDER, CO 803042433
(40.036464, -105.259289)",2785 IRIS AVE BOULDER CO USA,"40.036464, -105.259289","40.037234,-105.258958"
FA0004847,TERIYAKI MADNESS 208,1232 S HOVER ST UNIT C100,1232,S,HOVER,ST,C100,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,REGULAR INSPECTION (30 DAYS),6/22/2018,14D,Lighting,0,Non-Critical,In,20,"1232 S HOVER ST UNIT C100
LONGMONT, CO 80501
(40.145147, -105.13073)",1232 S HOVER ST UNIT C100 LONGMONT CO USA,"40.145147, -105.13073","40.1473207,-105.1289563"
FA0003739,JUNGLE,2018 10TH ST,2018,,10TH,ST,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,8/25/2017,04B,Mechanical,0,Critical,In,30,"2018 10TH ST
BOULDER, CO 80302
(40.017624, -105.282702)",2018 10TH ST BOULDER CO USA,"40.017624, -105.282702","40.01779570000001,-105.2825984"
FA0001138,LAS PALMERAS RESTAURANT,199 S MAIN ST,199,S,MAIN,ST,,LONGMONT,CO,805016215,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,10/30/2019,FC31,Water & ice from approved source,20,,Not Observed,60,"199 S MAIN ST
LONGMONT, CO 805016215
(40.155273, -105.10255)",199 S MAIN ST LONGMONT CO USA,"40.155273, -105.10255","40.1550759,-105.1030099"
FA0000630,FLATIRON COFFEE,2721 ARAPAHOE AVE,2721,,ARAPAHOE,AVE,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,6/28/2019,FC55,"Physical facilities installed, maintained, & clean",10,,Not Observed,15,"2721 ARAPAHOE AVE
BOULDER, CO 80302
(40.014694, -105.259345)",2721 ARAPAHOE AVE BOULDER CO USA,"40.014694, -105.259345","40.015,-105.2591928"
FA0002345,QDOBA MEXICAN EATS #2186,2301 CLOVER BASIN DR,2301,,CLOVER BASIN,DR,,LONGMONT,CO,80503,RESTAURANT 101 TO 200 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,7/2/2019,FC42,Washing fruits & vegetables,15,,Not Observed,0,"2301 CLOVER BASIN DR
LONGMONT, CO 80503
(40.144107, -105.132586)",2301 CLOVER BASIN DR LONGMONT CO USA,"40.144107, -105.132586","40.1436962,-105.1319486"
FA0005025,FRESH THYMES MARKETPLACE,2690 28TH ST UNIT F,2690,,28TH,ST,F,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,7/2/2019,FC37,Food properly labeled; original container,10,,Not Observed,10,"2690 28TH ST UNIT F
BOULDER, CO 80301
(40.027017, -105.258403)",2690 28TH ST UNIT F BOULDER CO USA,"40.027017, -105.258403","40.0270674,-105.2575251"
FA0003809,TRES REYNAS,2690 28TH ST UNIT G,2690,,28TH,ST,G,BOULDER,CO,80301,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,7/2/2019,FC38,"Insects, rodents, & animals not present",10,,Not Observed,5,"2690 28TH ST UNIT G
BOULDER, CO 80301
(40.027017, -105.258403)",2690 28TH ST UNIT G BOULDER CO USA,"40.027017, -105.258403","40.0270353,-105.2575883"
FA0001283,GABEE COFFEE,3040 28TH ST,3040,,28TH,ST,,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,3/17/2015,06B,Accessible,0,Critical,In,30,"3040 28TH ST
BOULDER, CO 80301
(40.03008, -105.25841)",3040 28TH ST BOULDER CO USA,"40.03008, -105.25841","40.0299891,-105.2579121"
FA0000848,RUSTY MELON THE,6525 GUNPARK DR UNIT 380,6525,,GUNPARK,DR,380,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,9/12/2018,03F,Food Thermometer,0,Critical,In,40,"6525 GUNPARK DR UNIT 380
BOULDER, CO 80301
(40.070008, -105.201443)",6525 GUNPARK DR UNIT 380 BOULDER CO USA,"40.070008, -105.201443","40.0702236,-105.2007782"
FA0004885,PARRYS PIZZA VI,1232 S HOVER ST UNIT A100,1232,S,HOVER,ST,A100,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,12/9/2016,05A,Safe Water Source,0,Critical,In,20,"1232 S HOVER ST UNIT A100
LONGMONT, CO 80501
(40.145147, -105.13073)",1232 S HOVER ST UNIT A100 LONGMONT CO USA,"40.145147, -105.13073","40.1473207,-105.1289563"
FA0001278,GAIA CAFE,833 W SOUTH BOULDER RD BLDG G,833,W,SOUTH BOULDER,RD,G,LOUISVILLE,CO,80027,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,6/17/2014,02A,Personnel With Infections Restricted,0,Critical,Not Observed,0,"833 W SOUTH BOULDER RD BLDG G
LOUISVILLE, CO 80027
(39.986916, -105.15858)",833 W SOUTH BOULDER RD BLDG G LOUISVILLE CO USA,"39.986916, -105.15858","39.9876442,-105.1567344"
FA0000942,UBON THAI CUISINE,155 HWY 119 E,155,,HWY 119 E,,,NEDERLAND,CO,80466,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,8/6/2013,04A,Manual,0,Critical,In,25,"155 HWY 119 E
NEDERLAND, CO 80466",155 HWY 119 E NEDERLAND CO USA,,"39.964973,-105.503948"
FA0001595,PANDA EXPRESS #2313 (CU),1669 EUCLID AVE UNIT 179,1669,,EUCLID,AVE,179,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,12/10/2019,FC37,Food properly labeled; original container,10,,Not Observed,10,"1669 EUCLID AVE UNIT 179
BOULDER, CO 80301
(40.005924, -105.271062)",1669 EUCLID AVE UNIT 179 BOULDER CO USA,"40.005924, -105.271062","40.0065706,-105.2717488"
FA0002657,NATIVE FOODS CAFE,1675 29TH ST UNIT 1272,1675,,29TH,ST,1272,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,12/9/2019,FC22,Proper cold holding temperatures,20,Critical,In,10,"1675 29TH ST UNIT 1272
BOULDER, CO 80301
(40.015386, -105.256062)",1675 29TH ST UNIT 1272 BOULDER CO USA,"40.015386, -105.256062","40.0164918,-105.256509"
FA0001493,BOULDER PHO,2855 28TH ST,2855,,28TH,ST,,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,4/25/2017,06C,Soap and Drying Devices,0,Critical,In,23,"2855 28TH ST
BOULDER, CO 80301
(40.028205, -105.258399)",2855 28TH ST BOULDER CO USA,"40.028205, -105.258399","40.0280832,-105.2592832"
FA0003319,LITTLE CAESARS,1020 KEN PRATT BLVD,1020,,KEN PRATT,BLVD,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,7/3/2019,FC38,"Insects, rodents, & animals not present",10,,Not Observed,25,"1020 KEN PRATT BLVD
LONGMONT, CO 80501
(40.152326, -105.110301)",1020 KEN PRATT BLVD LONGMONT CO USA,"40.152326, -105.110301","40.153007,-105.1094505"
FA0000110,BURGER KING #4690,2020 KEN PRATT BLVD,2020,,KEN PRATT,BLVD,,LONGMONT,CO,805017905,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,7/3/2019,FC38,"Insects, rodents, & animals not present",10,,Not Observed,5,"2020 KEN PRATT BLVD
LONGMONT, CO 805017905
(40.144177, -105.127007)",2020 KEN PRATT BLVD LONGMONT CO USA,"40.144177, -105.127007","40.1445969,-105.1272432"
FA0002592,RED FROG COFFEE,15 KEN PRATT BLVD,15,,KEN PRATT,BLVD,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,7/3/2019,FC25,Consumer advisory provided for raw/undercooked food,5,Critical,Not Applicable,25,"15 KEN PRATT BLVD
LONGMONT, CO 80501
(40.152351, -105.093599)",15 KEN PRATT BLVD LONGMONT CO USA,"40.152351, -105.093599","40.1519236,-105.0937835"
FA0003376,DOLLAR TREE #4357,210 KEN PRATT BLVD,210,,KEN PRATT,BLVD,,LONGMONT,CO,80501,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,7/3/2019,FC48,"Warewashing facilities: installed, maintained, & used; test strips",5,,Not Observed,5,"210 KEN PRATT BLVD
LONGMONT, CO 80501
(40.152544, -105.096644)",210 KEN PRATT BLVD LONGMONT CO USA,"40.152544, -105.096644","40.1538085,-105.0993102"
FA0003267,MODMARKET,1600 28TH ST UNIT 1212,1600,,28TH,ST,1212,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,7/3/2019,FC29,Compliance with variance / specialized process / HACCP,20,Critical,Not Applicable,20,"1600 28TH ST UNIT 1212
BOULDER, CO 80301
(40.018321, -105.258281)",1600 28TH ST UNIT 1212 BOULDER CO USA,"40.018321, -105.258281","40.0157307,-105.2579097"
FA0000808,SUBWAY #17932 @ UMC  (CU),1669 EUCLID AVE,1669,,EUCLID,AVE,,BOULDER,CO,80309,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,12/10/2019,FC21,Proper hot holding temperatures,20,Critical,In,10,"1669 EUCLID AVE
BOULDER, CO 80309
(40.005924, -105.271062)",1669 EUCLID AVE BOULDER CO USA,"40.005924, -105.271062","40.0065706,-105.2717488"
FA0004908,AFC SUSHI @ SAFEWAY #2919,4800 E BASELINE RD,4800,E,BASELINE,RD,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,11/1/2019,FC13,"Food in good condition, safe, & unadulterated",20,Critical,In,0,"4800 E BASELINE RD
BOULDER, CO 80302
(40.000017, -105.234005)",4800 E BASELINE RD BOULDER CO USA,"40.000017, -105.234005","40.0001973,-105.040687"
FA0002311,RUSH,1207 13TH ST,1207,,13TH,ST,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,9/20/2013,14G,Premises Maintained,0,Non-Critical,Not Observed,20,"1207 13TH ST
BOULDER, CO 80302
(40.008705, -105.276221)",1207 13TH ST BOULDER CO USA,"40.008705, -105.276221","40.0088837,-105.2763482"
FA0002874,ZOE MA MA,2010 10TH ST,2010,,10TH,ST,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,9/14/2016,01C,Cross Contamination,20,Critical,Out,55,"2010 10TH ST
BOULDER, CO 80302
(40.017599, -105.282693)",2010 10TH ST BOULDER CO USA,"40.017599, -105.282693","40.017612,-105.2825531"
FA0000112,BURGER KING 7062,5320 SPINE RD,5320,,SPINE,RD,,BOULDER,CO,803013369,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,4/16/2014,02C,Hands Washed As Needed,0,Critical,In,0,"5320 SPINE RD
BOULDER, CO 803013369
(40.071253, -105.202144)",5320 SPINE RD BOULDER CO USA,"40.071253, -105.202144","40.0712081,-105.2016325"
FA0004554,COLORADO CHAUTAUQUA ASSOCIATION,900 BASELINE RD,900,,BASELINE,RD,,BOULDER,CO,80302,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,6/6/2016,15B,Linen Properly Stored,0,Non-Critical,Not Observed,10,"900 BASELINE RD
BOULDER, CO 80302
(40.000068, -105.28138)",900 BASELINE RD BOULDER CO USA,"40.000068, -105.28138","40.000023,-105.2819456"
FA0003365,BARKING DOG CAFE,431 MAIN ST,431,,MAIN,ST,,LYONS,CO,80540,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,1/9/2014,05C,Backflow Back Siphonage,0,Critical,In,25,"431 MAIN ST
LYONS, CO 80540
(40.224674, -105.270659)",431 MAIN ST LYONS CO USA,"40.224674, -105.270659","40.2245169,-105.2706624"
FA0005127,PASSPORT FOOD TRUCK,555 30TH ST,555,,30TH,ST,,BOULDER,CO,80303,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,11/5/2019,FC13,"Food in good condition, safe, & unadulterated",20,Critical,In,20,"555 30TH ST
BOULDER, CO 80303
(39.997772, -105.253004)",555 30TH ST BOULDER CO USA,"39.997772, -105.253004","39.9983767,-105.2539852"
FA0000124,ASTRO COFFEE BAR,2052 BROADWAY ST,2052,,BROADWAY,ST,,BOULDER,CO,80302,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,7/13/2017,14F,Locker Rooms,0,Non-Critical,Not Observed,30,"2052 BROADWAY ST
BOULDER, CO 80302
(40.018603, -105.28023)",2052 BROADWAY ST BOULDER CO USA,"40.018603, -105.28023","40.0185643,-105.2800076"
FA0001182,CHINA 88,1600 HOVER ST UNIT C2,1600,,HOVER,ST,C2,LONGMONT,CO,805012440,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,7/30/2014,02B,Wounds Properly Covered,0,Critical,Not Observed,40,"1600 HOVER ST UNIT C2
LONGMONT, CO 805012440
(40.187007, -105.130921)",1600 HOVER ST UNIT C2 LONGMONT CO USA,"40.187007, -105.130921","40.1874008,-105.1294251"
FA0000714,PIZZA COLORE,1336 PEARL ST,1336,,PEARL,ST,,BOULDER,CO,803025210,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,7/8/2016,01D,HACCP Plan,0,Critical,In,30,"1336 PEARL ST
BOULDER, CO 803025210
(40.018358, -105.277797)",1336 PEARL ST BOULDER CO USA,"40.018358, -105.277797","40.0181034,-105.2777314"
FA0002162,DELI ZONE,5365 SPINE RD UNIT A,5365,,SPINE,RD,A,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,3/15/2019,FC51,Plumbing installed; proper backflow devices,10,,Not Observed,35,"5365 SPINE RD UNIT A
BOULDER, CO 80301
(40.07177, -105.202152)",5365 SPINE RD UNIT A BOULDER CO USA,"40.07177, -105.202152","40.0718154,-105.2027984"
FA0005347,EATS & SWEETS (MOBILE),401 S PUBLIC RD,401,S,PUBLIC,RD,,Lafayette,CO,80026,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,11/5/2019,FC28,"Toxic substances properly identified, stored & used",10,Critical,In,0,"401 S PUBLIC RD
Lafayette, CO 80026
(39.994999, -105.09046)",401 S PUBLIC RD Lafayette CO USA,"39.994999, -105.09046","39.9949449,-105.0906777"
FA0002651,CURRY N KEBOB,3050 28TH ST,3050,,28TH,ST,,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,11/5/2019,FC19,Proper reheating procedures for hot holding,20,Critical,Not Observed,10,"3050 28TH ST
BOULDER, CO 80301
(40.03008, -105.25841)",3050 28TH ST BOULDER CO USA,"40.03008, -105.25841","40.0301285,-105.2578785"
FA0004837,BOULDER DEPOT ROADHOUSE THE,2366 JUNCTION PL,2366,,JUNCTION,PL,,BOULDER,CO,80302,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,11/5/2019,FC21,Proper hot holding temperatures,20,Critical,In,0,"2366 JUNCTION PL
BOULDER, CO 80302",2366 JUNCTION PL BOULDER CO USA,,"40.0249157,-105.2510914"
FA0001355,DELI ZONE,4800 BASELINE RD UNIT D104,4800,,BASELINE,RD,D104,BOULDER,CO,80303,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,10/28/2019,FC11,Food obtained from approved source,25,Critical,In,10,"4800 BASELINE RD UNIT D104
BOULDER, CO 80303
(40.000017, -105.234005)",4800 BASELINE RD UNIT D104 BOULDER CO USA,"40.000017, -105.234005","39.9986036,-105.2346008"
FA0001514,NOODLES AND COMPANY #125,1087 S HOVER RD UNIT D,1087,S,HOVER,RD,D,LONGMONT,CO,80501,RESTAURANT 101 TO 200 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,7/8/2019,FC09,No bare hand contact with RTE food or a pre-approved alternative procedure properly allowed,25,Critical,In,10,"1087 S HOVER RD UNIT D
LONGMONT, CO 80501
(40.147641, -105.130866)",1087 S HOVER RD UNIT D LONGMONT CO USA,"40.147641, -105.130866","40.1472872,-105.1314164"
FA0004651,VFW POST 1771,110 E SOUTH BOULDER RD,110,E,SOUTH BOULDER,RD,,LAFAYETTE,CO,80026,LIMITED FOOD SERVICE CONVENIENCE OTHER,BARS FRATERNAL ORGANIZATIONS,ROUTINE INSPECTION,11/7/2018,09A,Original Container Properly Labeled,0,Non-Critical,Not Observed,5,"110 E SOUTH BOULDER RD
LAFAYETTE, CO 80026
(39.98687, -105.089541)",110 E SOUTH BOULDER RD LAFAYETTE CO USA,"39.98687, -105.089541","39.9864999,-105.0894674"
FA0005372,THERE WITH CARE (PANTRY),2825 WILDERNESS PL UNIT 100,2825,,WILDERNESS,PL,100,Boulder,CO,80301,NO FEE LICENSE K12 SCHOOLS NON PROFIT,FOOD BANK,ROUTINE INSPECTION,1/29/2019,FC24,Time as a Public Health Control; procedures & records,20,Critical,Not Applicable,0,"2825 WILDERNESS PL UNIT 100
Boulder, CO 80301
(40.025919, -105.248834)",2825 WILDERNESS PL UNIT 100 Boulder CO USA,"40.025919, -105.248834","40.0256766,-105.2492018"
FA0003265,BIG DADDY BAGELS,1940 IONOSPHERE ST,1940,,IONOSPHERE,ST,,LONGMONT,CO,80504,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,7/8/2019,FC01,"Person in charge present, demonstrates knowledge, and performs duties",15,Critical,In,0,"1940 IONOSPHERE ST
LONGMONT, CO 80504
(40.135636, -105.103531)",1940 IONOSPHERE ST LONGMONT CO USA,"40.135636, -105.103531","40.1355777,-105.1031926"
FA0004769,OASIS,1450 N MAIN ST,1450,N,MAIN,ST,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,9/19/2017,02E,Smoking Eating Drinking,0,Critical,In,35,"1450 N MAIN ST
LONGMONT, CO 80501
(40.184675, -105.102339)",1450 N MAIN ST LONGMONT CO USA,"40.184675, -105.102339","40.1847151,-105.1020507"
FA0000633,PEACEFUL MEADOW  RETREAT,7075 VALMONT DR,7075,,VALMONT,DR,,BOULDER,CO,803014711,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,4/15/2015,02F,Training Needed,15,Critical,Out,25,"7075 VALMONT DR
BOULDER, CO 803014711",7075 VALMONT DR BOULDER CO USA,,"40.0368638,-105.1895442"
FA0004641,NOODLES & COMPANY #168,534 W SOUTH BOULDER RD UNIT A,534,W,SOUTH BOULDER,RD,A,LAFAYETTE,CO,80026,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,7/9/2019,FC01,"Person in charge present, demonstrates knowledge, and performs duties",15,Critical,In,0,"534 W SOUTH BOULDER RD UNIT A
LAFAYETTE, CO 80026
(39.986901, -105.096467)",534 W SOUTH BOULDER RD UNIT A LAFAYETTE CO USA,"39.986901, -105.096467","39.9866766,-105.0974375"
FA0003891,WHEEL & WHISK THE (MOBILE),5706 N ARAPAHOE AVE,5706,N,ARAPAHOE,AVE,,Boulder,CO,80306,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,7/9/2019,FC45,Single-use / single-service articles: properly stored & used,10,,Not Observed,45,"5706 N ARAPAHOE AVE
Boulder, CO 80306
(40.014574, -105.220496)",5706 N ARAPAHOE AVE Boulder CO USA,"40.014574, -105.220496","40.0114098,-105.2206426"
FA0000365,TACO STAR,2020 N MAIN ST,2020,N,MAIN,ST,,LONGMONT,CO,805011916,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,11/7/2019,FC08,Hands clean & properly washed,25,Critical,In,0,"2020 N MAIN ST
LONGMONT, CO 805011916
(40.194353, -105.102369)",2020 N MAIN ST LONGMONT CO USA,"40.194353, -105.102369","40.1945031,-105.1018338"
FA0004736,FLAVOR OF INDIA,370 MAIN ST,370,,MAIN,ST,,LONGMONT,CO,80501,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,1/17/2018,10C,Dishwashing Facilities,0,Non-Critical,Not Observed,50,"370 MAIN ST
LONGMONT, CO 80501
(40.165278, -105.102515)",370 MAIN ST LONGMONT CO USA,"40.165278, -105.102515","40.1652733,-105.1020279"
FA0000515,MEADOW MOUNTAIN CAFE,441 BUSINESS ROUTE 7,441,,BUSINESS ROUTE 7,,,ALLENSPARK,CO,80510,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,8/29/2019,FC18,Proper cooking time & temperatures,25,Critical,Not Observed,30,"441 BUSINESS ROUTE 7
ALLENSPARK, CO 80510",441 BUSINESS ROUTE 7 ALLENSPARK CO USA,,"40.1869328,-105.4860398"
FA0000973,VICS AGAIN,3305 30TH ST,3305,,30TH,ST,,BOULDER,CO,803011401,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,6/24/2013,02B,Wounds Properly Covered,0,Critical,In,30,"3305 30TH ST
BOULDER, CO 803011401
(40.035316, -105.253684)",3305 30TH ST BOULDER CO USA,"40.035316, -105.253684","40.0353245,-105.25469"
FA0000458,LA PANDA II,1118 N MAIN ST,1118,N,MAIN,ST,,LONGMONT,CO,805013823,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,11/7/2019,FC31,Water & ice from approved source,20,,Not Observed,25,"1118 N MAIN ST
LONGMONT, CO 805013823
(40.178598, -105.102426)",1118 N MAIN ST LONGMONT CO USA,"40.178598, -105.102426","40.1784725,-105.1020189"
