"facility_id","inspection_date","violation_category","lower"
"FA0000147","2013-06-04","physical facilities","locker rooms"
"FA0000147","2013-06-04","toilets/handwashing","accessible"
"FA0000147","2013-06-04","food temperature control","cold hold at 41 degrees or less"
"FA0000147","2014-08-20","personnel","smoking eating drinking"
"FA0000147","2014-08-20","pest control","pesticide application"
"FA0000147","2016-12-09","equipment/utensil cleaning","in place"
"FA0000147","2016-12-09","food temperature control","food thermometer"
"FA0000147","2016-12-09","toilets/handwashing","adequate number location design"
"FA0000147","2016-12-09","personnel","hygienic practices"
"FA0000147","2016-12-09","personnel","hands washed as needed"
"FA0000147","2016-12-09","poisons/toxins","properly stored"
"FA0000147","2016-12-09","food temperature control","rapidly reheat to 165 degrees or greater"
"FA0000147","2019-12-05","food source","proper date marking and disposition"
"FA0000147","2019-12-05","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0000147","2019-12-05","personnel","procedures for responding to vomiting and diarrheal events"
"FA0000147","2019-12-05","personnel","certified food protection manager"
"FA0000147","2019-12-05","water/sewage/plumbing","hot & cold water available; adequate pressure"
"FA0000150","2015-04-23","toilets/handwashing","adequate number location design"
"FA0000150","2017-05-02","personnel","hygienic practices"
"FA0000150","2017-05-02","food temperature control","cold hold at 41 degrees or less"
"FA0000152","2013-01-08","equipment/utensil cleaning","mechanical"
"FA0000152","2013-01-08","personnel","hygienic practices"
"FA0000152","2013-01-08","water/sewage/plumbing","backflow back siphonage"
"FA0000152","2015-07-24","food temperature control","cold hold at 41 degrees or less"
"FA0000152","2015-07-24","personnel","training needed"
"FA0000152","2017-04-07","poisons/toxins","properly used"
"FA0000152","2017-04-07","equipment/utensil cleaning","food contact surfaces cleaning"
"FA0000152","2017-04-07","personnel","hygienic practices"
"FA0000152","2017-04-07","food source","consumer advisory"
"FA0000152","2017-04-07","equipment/utensil cleaning","mechanical"
"FA0000152","2017-04-07","food temperature control","cooling methods"
"FA0000157","2014-04-10","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0000157","2014-04-10","food temperature control","cold hold at 41 degrees or less"
"FA0000157","2015-07-15","toilets/handwashing","soap and drying devices"
"FA0000157","2015-07-15","food labeling/protection","food protected from contamination"
"FA0000157","2015-07-15","personnel","hygienic practices"
"FA0000157","2015-07-15","personnel","hands washed as needed"
"FA0000157","2015-07-15","equipment/utensil cleaning","wiping cloths"
"FA0000157","2015-07-15","poisons/toxins","properly stored"
"FA0000159","2013-02-13","food temperature control","cold hold at 41 degrees or less"
"FA0000159","2015-10-26","equipment/utensil cleaning","mechanical"
"FA0000159","2015-10-26","physical facilities","floors walls ceilings"
"FA0000159","2015-10-26","water/sewage/plumbing","hot and cold water under pressure"
"FA0000159","2017-04-24","food labeling/protection","food protected from contamination"
"FA0000159","2017-04-24","personnel","hygienic practices"
"FA0000159","2017-04-24","toilets/handwashing","soap and drying devices"
"FA0000159","2018-04-18","food temperature control","cold hold at 41 degrees or less"
"FA0000159","2018-08-31","personnel","no bare hand contact"
"FA0000159","2018-08-31","personnel","hands washed as needed"
"FA0000162","2014-01-09","utensils","no reuse of single service articles"
"FA0000162","2014-01-09","food labeling/protection","food protected from contamination"
"FA0000162","2014-01-09","poisons/toxins","properly labeled"
"FA0000162","2014-01-09","food labeling/protection","original container properly labeled"
"FA0000162","2014-01-09","personnel","smoking eating drinking"
"FA0000162","2014-04-01","poisons/toxins","properly labeled"
"FA0000162","2014-04-01","personnel","hygienic practices"
"FA0000162","2014-04-01","personnel","smoking eating drinking"
"FA0000162","2014-04-01","food temperature control","cold hold at 41 degrees or less"
"FA0000162","2014-04-01","food source","cross contamination"
"FA0000162","2016-09-15","food source","wholesome free of spoilage"
"FA0000162","2016-09-15","water/sewage/plumbing","plumbing installed maintained"
"FA0000162","2016-09-15","equipment design/contstruction","non-food contact surfaces construction"
"FA0000164","2013-12-10","pest control","evidence of insects or rodents"
"FA0000164","2013-12-10","utensils","no reuse of single service articles"
"FA0000164","2013-12-10","personnel","training needed"
"FA0000164","2013-12-10","equipment/utensil cleaning","food contact surfaces cleaning"
"FA0000164","2013-12-10","equipment design/contstruction","non-food contact surfaces construction"
"FA0000164","2013-12-10","food labeling/protection","food protected from contamination"
"FA0000164","2013-12-10","utensils","equipment utensils provided used, stored"
"FA0000164","2013-12-10","personnel","smoking eating drinking"
"FA0000164","2013-12-10","equipment/utensil cleaning","non-food contact surfaces cleaning"
"FA0000164","2013-12-10","physical facilities","lighting"
"FA0000164","2013-12-10","water/sewage/plumbing","hot and cold water under pressure"
"FA0000164","2013-12-10","physical facilities","floors walls ceilings"
"FA0000164","2013-12-10","poisons/toxins","properly labeled"
"FA0000164","2016-04-12","food source","consumer advisory"
"FA0000164","2016-04-12","water/sewage/plumbing","hot and cold water under pressure"
"FA0000164","2016-04-12","food source","cross contamination"
"FA0000164","2017-08-17","food source","cross contamination"
"FA0000164","2017-08-17","personnel","hygienic practices"
"FA0000164","2017-08-17","personnel","hands washed as needed"
"FA0000164","2019-02-19","food source","proper date marking and disposition"
"FA0000164","2019-02-19","personnel","certified food protection manager"
"FA0000164","2019-02-19","personnel","procedures for responding to vomiting and diarrheal events"
"FA0000164","2019-02-19","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0000165","2015-09-14","equipment/utensil cleaning","wiping cloths"
"FA0000165","2015-09-14","toilets/handwashing","soap and drying devices"
"FA0000165","2015-09-14","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0000165","2015-09-14","personnel","smoking eating drinking"
"FA0000165","2015-09-14","equipment/utensil cleaning","mechanical"
"FA0000165","2017-09-25","personnel","hygienic practices"
"FA0000181","2013-01-16","food temperature control","cooling methods"
"FA0000181","2013-01-16","personnel","smoking eating drinking"
"FA0000181","2013-01-16","poisons/toxins","properly stored"
"FA0000181","2013-01-16","personnel","hygienic practices"
"FA0000181","2013-01-16","personnel","training needed"
"FA0000181","2016-03-30","toilets/handwashing","accessible"
"FA0000181","2016-03-30","personnel","hands washed as needed"
"FA0000181","2016-03-30","poisons/toxins","properly labeled"
"FA0000182","2013-12-11","personnel","smoking eating drinking"
"FA0000182","2013-12-11","utensils","equipment utensils provided used, stored"
"FA0000182","2013-12-11","toilets/handwashing","soap and drying devices"
"FA0000182","2013-12-11","food temperature control","cold hold at 41 degrees or less"
"FA0000182","2013-12-11","food temperature control","food thermometer"
"FA0000182","2013-12-11","food labeling/protection","original container properly labeled"
"FA0000182","2013-12-11","equipment/utensil cleaning","food contact surfaces cleaning"
"FA0000182","2014-12-08","water/sewage/plumbing","hot and cold water under pressure"
"FA0000182","2014-12-08","toilets/handwashing","physical facilities adequate toilet facilities"
"FA0000182","2014-12-08","equipment design/contstruction","non-food contact surfaces construction"
"FA0000182","2014-12-08","food source","cross contamination"
"FA0000182","2014-12-08","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0000182","2014-12-08","personnel","training needed"
"FA0000182","2014-12-08","food temperature control","refrigeration units with accurate thermometers"
"FA0000182","2014-12-08","toilets/handwashing","soap and drying devices"
"FA0000182","2014-12-08","physical facilities","ventilation"
"FA0000182","2014-12-08","personnel","hands washed as needed"
"FA0000182","2014-12-08","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0000182","2014-12-08","food labeling/protection","food protected from contamination"
"FA0000182","2014-12-08","food temperature control","cold hold at 41 degrees or less"
"FA0000182","2014-12-08","physical facilities","lighting"
"FA0000182","2014-12-08","equipment design/contstruction","food-contact surfaces construction"
"FA0000182","2014-12-08","food temperature control","adequate equipment to maintain food temperatures"
"FA0000182","2016-06-14","poisons/toxins","properly stored"
"FA0000182","2016-06-14","equipment/utensil cleaning","mechanical"
"FA0000182","2016-06-14","food source","cross contamination"
"FA0000182","2016-06-14","food temperature control","cooling methods"
"FA0000182","2019-05-06","food temperature control","proper hot holding temperatures"
"FA0000182","2019-05-06","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0000182","2019-05-06","food labeling/protection","food separated and protected"
"FA0000182","2019-05-06","equipment/utensil cleaning","warewashing facilities: installed, maintained, & used; test strips"
"FA0000182","2019-05-06","personnel","proper eating, tasting, drinking, or tobacco use"
"FA0000182","2019-05-06","personnel","certified food protection manager"
"FA0000182","2019-05-06","personnel","hands clean & properly washed"
"FA0000182","2019-05-06","food source","proper date marking and disposition"
"FA0000182","2019-05-06","food temperature control","proper cold holding temperatures"
"FA0000182","2019-05-06","personnel","procedures for responding to vomiting and diarrheal events"
"FA0000185","2014-04-16","utensils","single service articles stored dispensed used"
"FA0000185","2014-04-16","food temperature control","cold hold at 41 degrees or less"
"FA0000185","2014-04-16","personnel","smoking eating drinking"
"FA0000185","2016-05-12","food temperature control","cold hold at 41 degrees or less"
"FA0000185","2016-05-12","physical facilities","lighting"
"FA0000185","2016-05-12","food labeling/protection","food protected from contamination"
"FA0000191","2014-10-28","physical facilities","premises maintained"
"FA0000191","2014-10-28","poisons/toxins","properly labeled"
"FA0000191","2014-10-28","food labeling/protection","food protected from contamination"
"FA0000191","2014-10-28","pest control","evidence of insects or rodents"
"FA0000191","2014-10-28","water/sewage/plumbing","hot and cold water under pressure"
"FA0000191","2016-11-02","toilets/handwashing","soap and drying devices"
"FA0000191","2016-11-02","food labeling/protection","food protected from contamination"
"FA0000191","2016-11-02","water/sewage/plumbing","plumbing installed maintained"
