facility_name_plus,violations
BOULDER - BLOFISH - 1932 14TH ST,2014-04-18 - food temperature control - cold hold at 41 degrees or less_2014-04-18 - food temperature control - adequate equipment to maintain food temperatures_2014-04-18 - personnel - hygienic practices_2014-04-18 - water/sewage/plumbing - backflow back siphonage_2016-07-19 - pest control - evidence of insects or rodents_2016-07-19 - toilets/handwashing - soap and drying devices_2016-07-19 - toilets/handwashing - accessible_2016-07-19 - food temperature control - food thermometer_2016-07-19 - food temperature control - cold hold at 41 degrees or less_2018-04-20 - personnel - smoking eating drinking_2018-04-20 - food temperature control - cold hold at 41 degrees or less_2018-04-20 - poisons/toxins - properly stored_
BOULDER - BLUFF STREET BAR AND BILLIARDS - 2690 28TH ST UNIT E,"2015-07-20 - utensils - single service articles stored dispensed used_2015-07-20 - toilets/handwashing - soap and drying devices_2015-07-20 - physical facilities - floors walls ceilings_2015-07-20 - personnel - hygienic practices_2015-07-20 - food source - consumer advisory_2015-07-20 - personnel - smoking eating drinking_2017-02-23 - poisons/toxins - properly labeled_2017-02-23 - personnel - hygienic practices_2017-02-23 - toilets/handwashing - accessible_2017-02-23 - food source - consumer advisory_2017-02-23 - food temperature control - food thermometer_2017-02-23 - toilets/handwashing - soap and drying devices_2019-11-25 - personnel - certified food protection manager_2019-11-25 - food temperature control - proper cold holding temperatures_2019-11-25 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-11-25 - poisons/toxins - toxic substances properly identified, stored & used_2019-11-25 - personnel - procedures for responding to vomiting and diarrheal events_"
BOULDER - BOCO RESTAURANT THE - 4800 BASELINE RD UNIT A 109,2013-04-03 - personnel - smoking eating drinking_2016-03-01 - food temperature control - adequate equipment to maintain food temperatures_2016-03-01 - food temperature control - cold hold at 41 degrees or less_2018-05-24 - personnel - training needed_2018-05-24 - food source - consumer advisory_2018-05-24 - pest control - pesticide application_2018-05-24 - food temperature control - food thermometer_2018-05-24 - food source - cross contamination_2018-05-24 - food labeling/protection - food protected from contamination_
BOULDER - BOHEMIAN BIERGARTEN - 2017 13TH ST,"2013-09-04 - utensils - equipment utensils provided used, stored_2013-09-04 - equipment/utensil cleaning - chemical test kits provided accessible_2013-09-04 - poisons/toxins - properly stored_2013-09-04 - food temperature control - cold hold at 41 degrees or less_2013-09-04 - toilets/handwashing - soap and drying devices_2014-09-09 - toilets/handwashing - soap and drying devices_2014-09-09 - pest control - evidence of insects or rodents_2017-03-13 - personnel - hygienic practices_2017-03-13 - food source - wholesome free of spoilage_2017-03-13 - poisons/toxins - properly stored_2017-03-13 - food source - cross contamination_2017-03-13 - food temperature control - cold hold at 41 degrees or less_2017-03-13 - personnel - hands washed as needed_2017-03-13 - toilets/handwashing - accessible_2017-03-13 - personnel - training needed_2017-03-13 - food temperature control - adequate equipment to maintain food temperatures_2017-03-13 - toilets/handwashing - soap and drying devices_2017-03-13 - food temperature control - cooling methods_2017-03-13 - equipment/utensil cleaning - in place_2017-03-13 - food temperature control - food thermometer_2017-03-13 - water/sewage/plumbing - backflow back siphonage_2017-03-13 - toilets/handwashing - adequate number location design_2017-11-22 - equipment/utensil cleaning - mechanical_2017-11-22 - toilets/handwashing - soap and drying devices_2017-11-22 - personnel - smoking eating drinking_2017-11-22 - poisons/toxins - properly labeled_"
BOULDER - BOSS LADY PIZZA - 1129 13TH ST UNIT B,2013-04-30 - food temperature control - cold hold at 41 degrees or less_2013-04-30 - personnel - training needed_2013-04-30 - equipment design/contstruction - non-food contact surfaces construction_2013-09-20 - food temperature control - adequate equipment to maintain food temperatures_2013-09-20 - equipment/utensil cleaning - in place_2013-09-20 - food temperature control - cold hold at 41 degrees or less_2013-09-20 - personnel - smoking eating drinking_2015-07-29 - food source - wholesome free of spoilage_2015-07-29 - pest control - pesticide application_2015-07-29 - food temperature control - cold hold at 41 degrees or less_2015-07-29 - poisons/toxins - properly stored_2017-03-29 - personnel - no bare hand contact_2017-03-29 - food labeling/protection - food protected from contamination_2017-07-18 - toilets/handwashing - soap and drying devices_2017-07-18 - poisons/toxins - properly labeled_2018-03-22 - personnel - smoking eating drinking_2018-03-22 - equipment/utensil cleaning - food contact surfaces cleaning_2018-03-22 - equipment/utensil cleaning - non-food contact surfaces cleaning_2018-03-22 - physical facilities - floors walls ceilings_2018-03-22 - water/sewage/plumbing - plumbing installed maintained_
BOULDER - BOULDER BOWLS (MOBILE) - 2825 WILDERNESS PL UNIT 500,2014-05-21 - food temperature control - food thermometer_2014-05-21 - food temperature control - hot hold at 135 degrees farenheit or greater_2014-05-21 - water/sewage/plumbing - hot and cold water under pressure_2014-05-21 - toilets/handwashing - accessible_2016-07-08 - water/sewage/plumbing - hot and cold water under pressure_
BOULDER - BOULDER BURGER - 1310 COLLEGE AVE UNIT 210,2014-06-17 - water/sewage/plumbing - plumbing installed maintained_2014-06-17 - water/sewage/plumbing - hot and cold water under pressure_2016-01-05 - poisons/toxins - properly labeled_2016-01-05 - personnel - training needed_2016-01-05 - personnel - hands washed as needed_2016-01-05 - food temperature control - hot hold at 135 degrees farenheit or greater_2016-01-05 - water/sewage/plumbing - backflow back siphonage_2016-01-05 - water/sewage/plumbing - hot and cold water under pressure_2018-11-01 - food source - consumer advisory_2018-11-01 - equipment/utensil cleaning - wiping cloths_2018-11-01 - food labeling/protection - food protected from contamination_
BOULDER - BOULDER COMMUNITY FOOTHILLS HOSPITAL - 4747 ARAPAHOE AVE,"2013-11-15 - physical facilities - floors walls ceilings_2013-11-15 - utensils - equipment utensils provided used, stored_2013-11-15 - food temperature control - cold hold at 41 degrees or less_2013-11-15 - personnel - smoking eating drinking_2017-05-01 - equipment/utensil cleaning - non-food contact surfaces cleaning_"
BOULDER - BOULDER CORK THE - 3295 30TH ST,"2014-03-13 - personnel - training needed_2014-03-13 - food source - consumer advisory_2017-03-10 - food source - consumer advisory_2017-03-10 - food source - approved source_2019-11-12 - personnel - no bare hand contact with rte food or a pre-approved alternative procedure properly allowed_2019-11-12 - food source - proper date marking and disposition_2019-11-12 - poisons/toxins - toxic substances properly identified, stored & used_2019-11-12 - personnel - procedures for responding to vomiting and diarrheal events_"
BOULDER - BOULDER DEPOT ROADHOUSE THE - 2366 JUNCTION PL,2016-01-07 - equipment design/contstruction - non-food contact surfaces construction_2016-01-07 - food source - cross contamination_2016-01-07 - utensils - single service articles stored dispensed used_2016-01-07 - toilets/handwashing - soap and drying devices_2016-01-07 - poisons/toxins - properly stored_2016-01-07 - water/sewage/plumbing - plumbing installed maintained_2016-01-07 - water/sewage/plumbing - backflow back siphonage_2016-01-07 - physical facilities - locker rooms_2016-01-07 - water/sewage/plumbing - hot and cold water under pressure_2016-01-07 - personnel - training needed_2016-01-07 - poisons/toxins - properly labeled_2016-01-07 - personnel - hands washed as needed_2016-01-07 - personnel - no bare hand contact_2017-01-18 - personnel - no bare hand contact_2017-01-18 - food temperature control - cooling methods_2017-01-18 - personnel - hands washed as needed_2017-01-18 - food temperature control - hot hold at 135 degrees farenheit or greater_2017-01-18 - personnel - hygienic practices_2017-01-18 - personnel - smoking eating drinking_2017-01-18 - food source - wholesome free of spoilage_2017-08-22 - personnel - hygienic practices_2017-08-22 - equipment design/contstruction - non-food contact surfaces construction_2017-08-22 - physical facilities - premises maintained_2018-01-30 - food temperature control - cold hold at 41 degrees or less_2018-01-30 - food source - cross contamination_2018-01-30 - food temperature control - required cooking temperature_2019-01-29 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-01-29 - food temperature control - proper reheating procedures for hot holding_
BOULDER - BOULDER DUSHANBE TEA HOUSE - 1770 13TH ST,"2014-07-29 - personnel - no bare hand contact_2014-07-29 - food temperature control - adequate equipment to maintain food temperatures_2014-07-29 - food temperature control - cold hold at 41 degrees or less_2014-07-29 - food source - consumer advisory_2016-08-09 - personnel - no bare hand contact_2016-08-09 - food source - wholesome free of spoilage_2016-08-09 - food temperature control - cooling methods_2017-08-24 - personnel - smoking eating drinking_2017-08-24 - toilets/handwashing - soap and drying devices_2017-08-24 - food temperature control - cooling methods_2017-08-24 - toilets/handwashing - adequate number location design_2017-08-24 - food temperature control - cold hold at 41 degrees or less_2017-08-24 - food source - cross contamination_2019-04-24 - food temperature control - proper cold holding temperatures_2019-04-24 - food source - proper date marking and disposition_2019-07-17 - food temperature control - proper cooling time and temperature_2019-07-17 - food labeling/protection - food separated and protected_2019-07-17 - food source - food in good condition, safe, & unadulterated_2019-07-17 - food temperature control - proper cold holding temperatures_"
BOULDER - BOULDER FRESH GARDEN - 2400 ARAPAHOE AVE,"2015-08-21 - personnel - smoking eating drinking_2017-05-02 - personnel - hygienic practices_2017-05-02 - personnel - hands washed as needed_2019-12-12 - personnel - certified food protection manager_2019-12-12 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-12-12 - pest control - contamination prevented during food preparation, storage & display_2019-12-12 - personnel - hands clean & properly washed_2019-12-12 - food source - contamination prevented during food preparation, storage & display_"
BOULDER - BOULDER INDOOR SOCCER - 3203 PEARL ST,2015-08-10 - food temperature control - food thermometer_2015-08-10 - toilets/handwashing - soap and drying devices_2015-08-10 - poisons/toxins - properly stored_2015-08-10 - food labeling/protection - original container properly labeled_2015-08-10 - equipment/utensil cleaning - wiping cloths_2017-05-03 - toilets/handwashing - soap and drying devices_2019-01-17 - personnel - certified food protection manager_2019-01-17 - personnel - procedures for responding to vomiting and diarrheal events_
BOULDER - BOULDER MARRIOTT - 2660 CANYON BLVD,"2015-07-16 - toilets/handwashing - soap and drying devices_2015-07-16 - food temperature control - cold hold at 41 degrees or less_2015-07-16 - food labeling/protection - food protected from contamination_2017-05-11 - physical facilities - floors walls ceilings_2017-05-11 - personnel - no bare hand contact_2017-05-11 - food labeling/protection - original container properly labeled_2017-05-11 - utensils - equipment utensils provided used, stored_2017-05-11 - water/sewage/plumbing - hot and cold water under pressure_2017-05-11 - food source - consumer advisory_2017-05-11 - personnel - hygienic practices_2017-05-11 - personnel - hands washed as needed_2017-05-11 - equipment/utensil cleaning - mechanical_"
BOULDER - BOULDER PHO - 2855 28TH ST,2013-10-11 - food labeling/protection - food protected from contamination_2013-10-11 - toilets/handwashing - soap and drying devices_2013-10-11 - water/sewage/plumbing - plumbing installed maintained_2013-10-11 - physical facilities - floors walls ceilings_2013-10-11 - toilets/handwashing - physical facilities adequate toilet facilities_2013-10-11 - equipment design/contstruction - food-contact surfaces construction_2016-02-12 - water/sewage/plumbing - hot and cold water under pressure_2016-02-12 - food temperature control - cooling methods_2016-02-12 - water/sewage/plumbing - backflow back siphonage_2016-02-12 - personnel - hands washed as needed_2017-04-25 - equipment/utensil cleaning - food contact surfaces cleaning_2017-04-25 - equipment/utensil cleaning - manual_2017-04-25 - personnel - smoking eating drinking_2017-04-25 - equipment/utensil cleaning - wiping cloths_2019-09-24 - personnel - procedures for responding to vomiting and diarrheal events_2019-09-24 - food labeling/protection - food separated and protected_2019-09-24 - personnel - certified food protection manager_2019-09-24 - equipment/utensil cleaning - wiping cloths; properly used & stored_
